YYYY-MM-DD;hh:mm;Original;Calculated;Flag
3-6-1989;--:--;275800;275800;-999
4-6-1989;--:--;277600;277600;-999
5-6-1989;--:--;279400;279400;-999
6-6-1989;--:--;280000;280000;-999
7-6-1989;--:--;278800;278800;-999
8-6-1989;--:--;278800;278800;-999
9-6-1989;--:--;280000;280000;-999
10-6-1989;--:--;278800;278800;-999
11-6-1989;--:--;278200;278200;-999
12-6-1989;--:--;277600;277600;-999
13-6-1989;--:--;276400;276400;-999
14-6-1989;--:--;276400;276400;-999
15-6-1989;--:--;276400;276400;-999
16-6-1989;--:--;275200;275200;-999
17-6-1989;--:--;273400;273400;-999
18-6-1989;--:--;272800;272800;-999
19-6-1989;--:--;272800;272800;-999
20-6-1989;--:--;272800;272800;-999
21-6-1989;--:--;273400;273400;-999
22-6-1989;--:--;274600;274600;-999
23-6-1989;--:--;274000;274000;-999
24-6-1989;--:--;273400;273400;-999
25-6-1989;--:--;274000;274000;-999
26-6-1989;--:--;272200;272200;-999
27-6-1989;--:--;271600;271600;-999
28-6-1989;--:--;271600;271600;-999
29-6-1989;--:--;269800;269800;-999
30-6-1989;--:--;268600;268600;-999
1-7-1989;--:--;268600;268600;-999
2-7-1989;--:--;268000;268000;-999
3-7-1989;--:--;267500;267500;-999
4-7-1989;--:--;265000;265000;-999
5-7-1989;--:--;266000;266000;-999
6-7-1989;--:--;265000;265000;-999
7-7-1989;--:--;265000;265000;-999
8-7-1989;--:--;264000;264000;-999
9-7-1989;--:--;263000;263000;-999
10-7-1989;--:--;263000;263000;-999
11-7-1989;--:--;262500;262500;-999
12-7-1989;--:--;261000;261000;-999
13-7-1989;--:--;260000;260000;-999
14-7-1989;--:--;258500;258500;-999
15-7-1989;--:--;257000;257000;-999
16-7-1989;--:--;256000;256000;-999
17-7-1989;--:--;256000;256000;-999
18-7-1989;--:--;256000;256000;-999
19-7-1989;--:--;255500;255500;-999
20-7-1989;--:--;254000;254000;-999
21-7-1989;--:--;254000;254000;-999
22-7-1989;--:--;252500;252500;-999
23-7-1989;--:--;253500;253500;-999
24-7-1989;--:--;252000;252000;-999
25-7-1989;--:--;252000;252000;-999
26-7-1989;--:--;251000;251000;-999
27-7-1989;--:--;250500;250500;-999
28-7-1989;--:--;248500;248500;-999
29-7-1989;--:--;247000;247000;-999
30-7-1989;--:--;245500;245500;-999
31-7-1989;--:--;244000;244000;-999
1-8-1989;--:--;242500;242500;-999
2-8-1989;--:--;240500;240500;-999
3-8-1989;--:--;239500;239500;-999
4-8-1989;--:--;237550;237550;-999
5-8-1989;--:--;236650;236650;-999
6-8-1989;--:--;235300;235300;-999
7-8-1989;--:--;233500;233500;-999
8-8-1989;--:--;232600;232600;-999
9-8-1989;--:--;230800;230800;-999
10-8-1989;--:--;228100;228100;-999
11-8-1989;--:--;226750;226750;-999
12-8-1989;--:--;224950;224950;-999
13-8-1989;--:--;224050;224050;-999
14-8-1989;--:--;221350;221350;-999
15-8-1989;--:--;219600;219600;-999
16-8-1989;--:--;219600;219600;-999
17-8-1989;--:--;218400;218400;-999
18-8-1989;--:--;218400;218400;-999
19-8-1989;--:--;218400;218400;-999
20-8-1989;--:--;217200;217200;-999
21-8-1989;--:--;216800;216800;-999
22-8-1989;--:--;215600;215600;-999
23-8-1989;--:--;214000;214000;-999
24-8-1989;--:--;212400;212400;-999
25-8-1989;--:--;211200;211200;-999
26-8-1989;--:--;209200;209200;-999
27-8-1989;--:--;206800;206800;-999
28-8-1989;--:--;204800;204800;-999
29-8-1989;--:--;202400;202400;-999
30-8-1989;--:--;200800;200800;-999
31-8-1989;--:--;199600;199600;-999
1-9-1989;--:--;197200;197200;-999
2-9-1989;--:--;195625;195625;-999
3-9-1989;--:--;194125;194125;-999
4-9-1989;--:--;192250;192250;-999
5-9-1989;--:--;190000;190000;-999
6-9-1989;--:--;188875;188875;-999
7-9-1989;--:--;186750;186750;-999
8-9-1989;--:--;184650;184650;-999
9-9-1989;--:--;182550;182550;-999
10-9-1989;--:--;181175;181175;-999
11-9-1989;--:--;178250;178250;-999
12-9-1989;--:--;175975;175975;-999
13-9-1989;--:--;174450;174450;-999
14-9-1989;--:--;172525;172525;-999
15-9-1989;--:--;172525;172525;-999
16-9-1989;--:--;170325;170325;-999
17-9-1989;--:--;169775;169775;-999
18-9-1989;--:--;169050;169050;-999
19-9-1989;--:--;167700;167700;-999
20-9-1989;--:--;166575;166575;-999
21-9-1989;--:--;165450;165450;-999
22-9-1989;--:--;163600;163600;-999
23-9-1989;--:--;162375;162375;-999
24-9-1989;--:--;161100;161100;-999
25-9-1989;--:--;161100;161100;-999
26-9-1989;--:--;157700;157700;-999
27-9-1989;--:--;156800;156800;-999
28-9-1989;--:--;155400;155400;-999
29-9-1989;--:--;154350;154350;-999
30-9-1989;--:--;153375;153375;-999
1-10-1989;--:--;152250;152250;-999
2-10-1989;--:--;151350;151350;-999
3-10-1989;--:--;150300;150300;-999
4-10-1989;--:--;149100;149100;-999
5-10-1989;--:--;147750;147750;-999
6-10-1989;--:--;146750;146750;-999
7-10-1989;--:--;145500;145500;-999
8-10-1989;--:--;144400;144400;-999
9-10-1989;--:--;143300;143300;-999
10-10-1989;--:--;142400;142400;-999
11-10-1989;--:--;141375;141375;-999
12-10-1989;--:--;140500;140500;-999
13-10-1989;--:--;139750;139750;-999
14-10-1989;--:--;138750;138750;-999
15-10-1989;--:--;138125;138125;-999
16-10-1989;--:--;137375;137375;-999
17-10-1989;--:--;136850;136850;-999
18-10-1989;--:--;136100;136100;-999
19-10-1989;--:--;135200;135200;-999
20-10-1989;--:--;134150;134150;-999
21-10-1989;--:--;133100;133100;-999
22-10-1989;--:--;131600;131600;-999
23-10-1989;--:--;131000;131000;-999
24-10-1989;--:--;130550;130550;-999
25-10-1989;--:--;129950;129950;-999
26-10-1989;--:--;129500;129500;-999
27-10-1989;--:--;129200;129200;-999
28-10-1989;--:--;129200;129200;-999
29-10-1989;--:--;129350;129350;-999
30-10-1989;--:--;129200;129200;-999
31-10-1989;--:--;128900;128900;-999
1-11-1989;--:--;129200;129200;-999
2-11-1989;--:--;129350;129350;-999
3-11-1989;--:--;129350;129350;-999
4-11-1989;--:--;129350;129350;-999
5-11-1989;--:--;129200;129200;-999
6-11-1989;--:--;129050;129050;-999
7-11-1989;--:--;129200;129200;-999
8-11-1989;--:--;129050;129050;-999
9-11-1989;--:--;129800;129800;-999
10-11-1989;--:--;130250;130250;-999
11-11-1989;--:--;131450;131450;-999
12-11-1989;--:--;131750;131750;-999
13-11-1989;--:--;132800;132800;-999
14-11-1989;--:--;133700;133700;-999
15-11-1989;--:--;134300;134300;-999
16-11-1989;--:--;135050;135050;-999
17-11-1989;--:--;135500;135500;-999
18-11-1989;--:--;135950;135950;-999
19-11-1989;--:--;136100;136100;-999
20-11-1989;--:--;136100;136100;-999
21-11-1989;--:--;136400;136400;-999
22-11-1989;--:--;136850;136850;-999
23-11-1989;--:--;137125;137125;-999
24-11-1989;--:--;137125;137125;-999
25-11-1989;--:--;137125;137125;-999
26-11-1989;--:--;137125;137125;-999
27-11-1989;--:--;137125;137125;-999
28-11-1989;--:--;137125;137125;-999
29-11-1989;--:--;137125;137125;-999
30-11-1989;--:--;137125;137125;-999
1-12-1989;--:--;136850;136850;-999
2-12-1989;--:--;136250;136250;-999
3-12-1989;--:--;136100;136100;-999
4-12-1989;--:--;135650;135650;-999
5-12-1989;--:--;135050;135050;-999
6-12-1989;--:--;134150;134150;-999
7-12-1989;--:--;133550;133550;-999
8-12-1989;--:--;133250;133250;-999
9-12-1989;--:--;132650;132650;-999
10-12-1989;--:--;132500;132500;-999
11-12-1989;--:--;132500;132500;-999
12-12-1989;--:--;132800;132800;-999
13-12-1989;--:--;132650;132650;-999
14-12-1989;--:--;132800;132800;-999
15-12-1989;--:--;132950;132950;-999
16-12-1989;--:--;133250;133250;-999
17-12-1989;--:--;133400;133400;-999
18-12-1989;--:--;133250;133250;-999
19-12-1989;--:--;132950;132950;-999
20-12-1989;--:--;133550;133550;-999
21-12-1989;--:--;133100;133100;-999
22-12-1989;--:--;132800;132800;-999
23-12-1989;--:--;132800;132800;-999
24-12-1989;--:--;132500;132500;-999
25-12-1989;--:--;132650;132650;-999
26-12-1989;--:--;132500;132500;-999
27-12-1989;--:--;132350;132350;-999
28-12-1989;--:--;132650;132650;-999
29-12-1989;--:--;132800;132800;-999
30-12-1989;--:--;132500;132500;-999
31-12-1989;--:--;132200;132200;-999
1-1-1990;--:--;131900;131900;-999
2-1-1990;--:--;131600;131600;-999
3-1-1990;--:--;131150;131150;-999
4-1-1990;--:--;130550;130550;-999
5-1-1990;--:--;129650;129650;-999
6-1-1990;--:--;129200;129200;-999
7-1-1990;--:--;128900;128900;-999
8-1-1990;--:--;128600;128600;-999
9-1-1990;--:--;128300;128300;-999
10-1-1990;--:--;128450;128450;-999
11-1-1990;--:--;129200;129200;-999
12-1-1990;--:--;129500;129500;-999
13-1-1990;--:--;129650;129650;-999
14-1-1990;--:--;129800;129800;-999
15-1-1990;--:--;129800;129800;-999
16-1-1990;--:--;129650;129650;-999
17-1-1990;--:--;129200;129200;-999
18-1-1990;--:--;128600;128600;-999
19-1-1990;--:--;128000;128000;-999
20-1-1990;--:--;128150;128150;-999
21-1-1990;--:--;127825;127825;-999
22-1-1990;--:--;127300;127300;-999
23-1-1990;--:--;127475;127475;-999
24-1-1990;--:--;128300;128300;-999
25-1-1990;--:--;129200;129200;-999
26-1-1990;--:--;130100;130100;-999
27-1-1990;--:--;131150;131150;-999
28-1-1990;--:--;132500;132500;-999
29-1-1990;--:--;133700;133700;-999
30-1-1990;--:--;135050;135050;-999
31-1-1990;--:--;136250;136250;-999
1-2-1990;--:--;137375;137375;-999
2-2-1990;--:--;138000;138000;-999
3-2-1990;--:--;138625;138625;-999
4-2-1990;--:--;139000;139000;-999
5-2-1990;--:--;139625;139625;-999
6-2-1990;--:--;140500;140500;-999
7-2-1990;--:--;141250;141250;-999
8-2-1990;--:--;142200;142200;-999
9-2-1990;--:--;142800;142800;-999
10-2-1990;--:--;143800;143800;-999
11-2-1990;--:--;144700;144700;-999
12-2-1990;--:--;145500;145500;-999
13-2-1990;--:--;146875;146875;-999
14-2-1990;--:--;147875;147875;-999
15-2-1990;--:--;149100;149100;-999
16-2-1990;--:--;149850;149850;-999
17-2-1990;--:--;150600;150600;-999
18-2-1990;--:--;151350;151350;-999
19-2-1990;--:--;151625;151625;-999
20-2-1990;--:--;152375;152375;-999
21-2-1990;--:--;153250;153250;-999
22-2-1990;--:--;154525;154525;-999
23-2-1990;--:--;155400;155400;-999
24-2-1990;--:--;156975;156975;-999
25-2-1990;--:--;158700;158700;-999
26-2-1990;--:--;160500;160500;-999
27-2-1990;--:--;162725;162725;-999
28-2-1990;--:--;164125;164125;-999
1-3-1990;--:--;165000;165000;-999
2-3-1990;--:--;166800;166800;-999
3-3-1990;--:--;168150;168150;-999
4-3-1990;--:--;169275;169275;-999
5-3-1990;--:--;170600;170600;-999
6-3-1990;--:--;173075;173075;-999
7-3-1990;--:--;175000;175000;-999
8-3-1990;--:--;176300;176300;-999
9-3-1990;--:--;177600;177600;-999
10-3-1990;--:--;179225;179225;-999
11-3-1990;--:--;181175;181175;-999
12-3-1990;--:--;182900;182900;-999
13-3-1990;--:--;183950;183950;-999
14-3-1990;--:--;185350;185350;-999
15-3-1990;--:--;186750;186750;-999
16-3-1990;--:--;187100;187100;-999
17-3-1990;--:--;188500;188500;-999
18-3-1990;--:--;188500;188500;-999
19-3-1990;--:--;188500;188500;-999
20-3-1990;--:--;188875;188875;-999
21-3-1990;--:--;189625;189625;-999
22-3-1990;--:--;190375;190375;-999
23-3-1990;--:--;190375;190375;-999
24-3-1990;--:--;191500;191500;-999
25-3-1990;--:--;192625;192625;-999
26-3-1990;--:--;194125;194125;-999
27-3-1990;--:--;195250;195250;-999
28-3-1990;--:--;197200;197200;-999
29-3-1990;--:--;198400;198400;-999
30-3-1990;--:--;198800;198800;-999
31-3-1990;--:--;200400;200400;-999
1-4-1990;--:--;200400;200400;-999
2-4-1990;--:--;201200;201200;-999
3-4-1990;--:--;200800;200800;-999
4-4-1990;--:--;200800;200800;-999
5-4-1990;--:--;201200;201200;-999
6-4-1990;--:--;201600;201600;-999
7-4-1990;--:--;202400;202400;-999
8-4-1990;--:--;203200;203200;-999
9-4-1990;--:--;205200;205200;-999
10-4-1990;--:--;206000;206000;-999
11-4-1990;--:--;206400;206400;-999
12-4-1990;--:--;206400;206400;-999
13-4-1990;--:--;207600;207600;-999
14-4-1990;--:--;208000;208000;-999
15-4-1990;--:--;208400;208400;-999
16-4-1990;--:--;209600;209600;-999
17-4-1990;--:--;209600;209600;-999
18-4-1990;--:--;209200;209200;-999
19-4-1990;--:--;209600;209600;-999
20-4-1990;--:--;210000;210000;-999
21-4-1990;--:--;210800;210800;-999
22-4-1990;--:--;211200;211200;-999
23-4-1990;--:--;211600;211600;-999
24-4-1990;--:--;212000;212000;-999
25-4-1990;--:--;213200;213200;-999
26-4-1990;--:--;214800;214800;-999
27-4-1990;--:--;216000;216000;-999
28-4-1990;--:--;217200;217200;-999
29-4-1990;--:--;218000;218000;-999
30-4-1990;--:--;218800;218800;-999
1-5-1990;--:--;219600;219600;-999
2-5-1990;--:--;220000;220000;-999
3-5-1990;--:--;220000;220000;-999
4-5-1990;--:--;221350;221350;-999
5-5-1990;--:--;222250;222250;-999
6-5-1990;--:--;222250;222250;-999
7-5-1990;--:--;222700;222700;-999
8-5-1990;--:--;222700;222700;-999
9-5-1990;--:--;223150;223150;-999
10-5-1990;--:--;224500;224500;-999
11-5-1990;--:--;224500;224500;-999
12-5-1990;--:--;224500;224500;-999
13-5-1990;--:--;224500;224500;-999
14-5-1990;--:--;225400;225400;-999
15-5-1990;--:--;225400;225400;-999
16-5-1990;--:--;225400;225400;-999
17-5-1990;--:--;224500;224500;-999
18-5-1990;--:--;223600;223600;-999
19-5-1990;--:--;223600;223600;-999
20-5-1990;--:--;224050;224050;-999
21-5-1990;--:--;224950;224950;-999
22-5-1990;--:--;225400;225400;-999
23-5-1990;--:--;225850;225850;-999
24-5-1990;--:--;226300;226300;-999
25-5-1990;--:--;227200;227200;-999
26-5-1990;--:--;227200;227200;-999
27-5-1990;--:--;228100;228100;-999
28-5-1990;--:--;228100;228100;-999
29-5-1990;--:--;227200;227200;-999
30-5-1990;--:--;227200;227200;-999
31-5-1990;--:--;228100;228100;-999
1-6-1990;--:--;228100;228100;-999
2-6-1990;--:--;229000;229000;-999
3-6-1990;--:--;227650;227650;-999
4-6-1990;--:--;227650;227650;-999
5-6-1990;--:--;227200;227200;-999
6-6-1990;--:--;226300;226300;-999
7-6-1990;--:--;225400;225400;-999
8-6-1990;--:--;224500;224500;-999
9-6-1990;--:--;224950;224950;-999
10-6-1990;--:--;224950;224950;-999
11-6-1990;--:--;224950;224950;-999
12-6-1990;--:--;225400;225400;-999
13-6-1990;--:--;224950;224950;-999
14-6-1990;--:--;224050;224050;-999
15-6-1990;--:--;224500;224500;-999
16-6-1990;--:--;224500;224500;-999
17-6-1990;--:--;224500;224500;-999
18-6-1990;--:--;223600;223600;-999
19-6-1990;--:--;222700;222700;-999
20-6-1990;--:--;222700;222700;-999
21-6-1990;--:--;222700;222700;-999
22-6-1990;--:--;222700;222700;-999
23-6-1990;--:--;222250;222250;-999
24-6-1990;--:--;221800;221800;-999
25-6-1990;--:--;222700;222700;-999
26-6-1990;--:--;222250;222250;-999
27-6-1990;--:--;221800;221800;-999
28-6-1990;--:--;221800;221800;-999
29-6-1990;--:--;220900;220900;-999
30-6-1990;--:--;220900;220900;-999
1-7-1990;--:--;220900;220900;-999
2-7-1990;--:--;220000;220000;-999
3-7-1990;--:--;219200;219200;-999
4-7-1990;--:--;218400;218400;-999
5-7-1990;--:--;217200;217200;-999
6-7-1990;--:--;215600;215600;-999
7-7-1990;--:--;214800;214800;-999
8-7-1990;--:--;214400;214400;-999
9-7-1990;--:--;214000;214000;-999
10-7-1990;--:--;214000;214000;-999
11-7-1990;--:--;214000;214000;-999
12-7-1990;--:--;214400;214400;-999
13-7-1990;--:--;214000;214000;-999
14-7-1990;--:--;213200;213200;-999
15-7-1990;--:--;212800;212800;-999
16-7-1990;--:--;211600;211600;-999
17-7-1990;--:--;210800;210800;-999
18-7-1990;--:--;209200;209200;-999
19-7-1990;--:--;208000;208000;-999
20-7-1990;--:--;207600;207600;-999
21-7-1990;--:--;206000;206000;-999
22-7-1990;--:--;205600;205600;-999
23-7-1990;--:--;205600;205600;-999
24-7-1990;--:--;205600;205600;-999
25-7-1990;--:--;204800;204800;-999
26-7-1990;--:--;204000;204000;-999
27-7-1990;--:--;204000;204000;-999
28-7-1990;--:--;204000;204000;-999
29-7-1990;--:--;202800;202800;-999
30-7-1990;--:--;200800;200800;-999
31-7-1990;--:--;200400;200400;-999
1-8-1990;--:--;199200;199200;-999
2-8-1990;--:--;197200;197200;-999
3-8-1990;--:--;196000;196000;-999
4-8-1990;--:--;195250;195250;-999
5-8-1990;--:--;194500;194500;-999
6-8-1990;--:--;193375;193375;-999
7-8-1990;--:--;192250;192250;-999
8-8-1990;--:--;191500;191500;-999
9-8-1990;--:--;191125;191125;-999
10-8-1990;--:--;190750;190750;-999
11-8-1990;--:--;190000;190000;-999
12-8-1990;--:--;189250;189250;-999
13-8-1990;--:--;188150;188150;-999
14-8-1990;--:--;186050;186050;-999
15-8-1990;--:--;185000;185000;-999
16-8-1990;--:--;183600;183600;-999
17-8-1990;--:--;181175;181175;-999
18-8-1990;--:--;180200;180200;-999
19-8-1990;--:--;178900;178900;-999
20-8-1990;--:--;176950;176950;-999
21-8-1990;--:--;176300;176300;-999
22-8-1990;--:--;175650;175650;-999
23-8-1990;--:--;175000;175000;-999
24-8-1990;--:--;173900;173900;-999
25-8-1990;--:--;172525;172525;-999
26-8-1990;--:--;170875;170875;-999
27-8-1990;--:--;169500;169500;-999
28-8-1990;--:--;168600;168600;-999
29-8-1990;--:--;167025;167025;-999
30-8-1990;--:--;165450;165450;-999
31-8-1990;--:--;164300;164300;-999
1-9-1990;--:--;163425;163425;-999
2-9-1990;--:--;162725;162725;-999
3-9-1990;--:--;161675;161675;-999
4-9-1990;--:--;160300;160300;-999
5-9-1990;--:--;159700;159700;-999
6-9-1990;--:--;158900;158900;-999
7-9-1990;--:--;157900;157900;-999
8-9-1990;--:--;157150;157150;-999
9-9-1990;--:--;156275;156275;-999
10-9-1990;--:--;155050;155050;-999
11-9-1990;--:--;153750;153750;-999
12-9-1990;--:--;153000;153000;-999
13-9-1990;--:--;152000;152000;-999
14-9-1990;--:--;151350;151350;-999
15-9-1990;--:--;150150;150150;-999
16-9-1990;--:--;148650;148650;-999
17-9-1990;--:--;147375;147375;-999
18-9-1990;--:--;146625;146625;-999
19-9-1990;--:--;145800;145800;-999
20-9-1990;--:--;145200;145200;-999
21-9-1990;--:--;144600;144600;-999
22-9-1990;--:--;143700;143700;-999
23-9-1990;--:--;143300;143300;-999
24-9-1990;--:--;142400;142400;-999
25-9-1990;--:--;141875;141875;-999
26-9-1990;--:--;139875;139875;-999
27-9-1990;--:--;138125;138125;-999
28-9-1990;--:--;136250;136250;-999
29-9-1990;--:--;134900;134900;-999
30-9-1990;--:--;133700;133700;-999
1-10-1990;--:--;132650;132650;-999
2-10-1990;--:--;131450;131450;-999
3-10-1990;--:--;130400;130400;-999
4-10-1990;--:--;130100;130100;-999
5-10-1990;--:--;129050;129050;-999
6-10-1990;--:--;128000;128000;-999
7-10-1990;--:--;127475;127475;-999
8-10-1990;--:--;125900;125900;-999
9-10-1990;--:--;125550;125550;-999
10-10-1990;--:--;123275;123275;-999
11-10-1990;--:--;120000;120000;-999
12-10-1990;--:--;118000;118000;-999
13-10-1990;--:--;114800;114800;-999
14-10-1990;--:--;113400;113400;-999
15-10-1990;--:--;110800;110800;-999
16-10-1990;--:--;109600;109600;-999
17-10-1990;--:--;108325;108325;-999
18-10-1990;--:--;105175;105175;-999
19-10-1990;--:--;102925;102925;-999
20-10-1990;--:--;100900;100900;-999
21-10-1990;--:--;100225;100225;-999
22-10-1990;--:--;98250;98250;-999
23-10-1990;--:--;96000;96000;-999
24-10-1990;--:--;93425;93425;-999
25-10-1990;--:--;91400;91400;-999
26-10-1990;--:--;88925;88925;-999
27-10-1990;--:--;86675;86675;-999
28-10-1990;--:--;84875;84875;-999
29-10-1990;--:--;83750;83750;-999
30-10-1990;--:--;81950;81950;-999
31-10-1990;--:--;82850;82850;-999
1-11-1990;--:--;84650;84650;-999
2-11-1990;--:--;85775;85775;-999
3-11-1990;--:--;87350;87350;-999
4-11-1990;--:--;89150;89150;-999
5-11-1990;--:--;90275;90275;-999
6-11-1990;--:--;91175;91175;-999
7-11-1990;--:--;92525;92525;-999
8-11-1990;--:--;93650;93650;-999
9-11-1990;--:--;90725;90725;-999
10-11-1990;--:--;90725;90725;-999
11-11-1990;--:--;89375;89375;-999
12-11-1990;--:--;90500;90500;-999
13-11-1990;--:--;90500;90500;-999
14-11-1990;--:--;90500;90500;-999
15-11-1990;--:--;92075;92075;-999
16-11-1990;--:--;92975;92975;-999
17-11-1990;--:--;94325;94325;-999
18-11-1990;--:--;95250;95250;-999
19-11-1990;--:--;96750;96750;-999
20-11-1990;--:--;96750;96750;-999
21-11-1990;--:--;97500;97500;-999
22-11-1990;--:--;98250;98250;-999
23-11-1990;--:--;98750;98750;-999
24-11-1990;--:--;97000;97000;-999
25-11-1990;--:--;96750;96750;-999
26-11-1990;--:--;97250;97250;-999
27-11-1990;--:--;97250;97250;-999
28-11-1990;--:--;98250;98250;-999
29-11-1990;--:--;98500;98500;-999
30-11-1990;--:--;100450;100450;-999
1-12-1990;--:--;102475;102475;-999
2-12-1990;--:--;103825;103825;-999
3-12-1990;--:--;106075;106075;-999
4-12-1990;--:--;108550;108550;-999
5-12-1990;--:--;109600;109600;-999
6-12-1990;--:--;110600;110600;-999
7-12-1990;--:--;112800;112800;-999
8-12-1990;--:--;114400;114400;-999
9-12-1990;--:--;114800;114800;-999
10-12-1990;--:--;114600;114600;-999
11-12-1990;--:--;117200;117200;-999
12-12-1990;--:--;118000;118000;-999
13-12-1990;--:--;118400;118400;-999
14-12-1990;--:--;119600;119600;-999
15-12-1990;--:--;121350;121350;-999
16-12-1990;--:--;123625;123625;-999
17-12-1990;--:--;123625;123625;-999
18-12-1990;--:--;124675;124675;-999
19-12-1990;--:--;125550;125550;-999
20-12-1990;--:--;126950;126950;-999
21-12-1990;--:--;128150;128150;-999
22-12-1990;--:--;128750;128750;-999
23-12-1990;--:--;129350;129350;-999
24-12-1990;--:--;130550;130550;-999
25-12-1990;--:--;130850;130850;-999
26-12-1990;--:--;131450;131450;-999
27-12-1990;--:--;132350;132350;-999
28-12-1990;--:--;132950;132950;-999
29-12-1990;--:--;133700;133700;-999
30-12-1990;--:--;134450;134450;-999
31-12-1990;--:--;135800;135800;-999
1-1-1991;--:--;137000;137000;-999
2-1-1991;--:--;137500;137500;-999
3-1-1991;--:--;138375;138375;-999
4-1-1991;--:--;138875;138875;-999
5-1-1991;--:--;139500;139500;-999
6-1-1991;--:--;139875;139875;-999
7-1-1991;--:--;140500;140500;-999
8-1-1991;--:--;140875;140875;-999
9-1-1991;--:--;141125;141125;-999
10-1-1991;--:--;141500;141500;-999
11-1-1991;--:--;141750;141750;-999
12-1-1991;--:--;143300;143300;-999
13-1-1991;--:--;143700;143700;-999
14-1-1991;--:--;143900;143900;-999
15-1-1991;--:--;144700;144700;-999
16-1-1991;--:--;145600;145600;-999
17-1-1991;--:--;146125;146125;-999
18-1-1991;--:--;147000;147000;-999
19-1-1991;--:--;148375;148375;-999
20-1-1991;--:--;149400;149400;-999
21-1-1991;--:--;150300;150300;-999
22-1-1991;--:--;151050;151050;-999
23-1-1991;--:--;151750;151750;-999
24-1-1991;--:--;152625;152625;-999
25-1-1991;--:--;153500;153500;-999
26-1-1991;--:--;154350;154350;-999
27-1-1991;--:--;155575;155575;-999
28-1-1991;--:--;156625;156625;-999
29-1-1991;--:--;158100;158100;-999
30-1-1991;--:--;160100;160100;-999
31-1-1991;--:--;161300;161300;-999
1-2-1991;--:--;162200;162200;-999
2-2-1991;--:--;163775;163775;-999
3-2-1991;--:--;164825;164825;-999
4-2-1991;--:--;165000;165000;-999
5-2-1991;--:--;165225;165225;-999
6-2-1991;--:--;165450;165450;-999
7-2-1991;--:--;165675;165675;-999
8-2-1991;--:--;165450;165450;-999
9-2-1991;--:--;165450;165450;-999
10-2-1991;--:--;165225;165225;-999
11-2-1991;--:--;165675;165675;-999
12-2-1991;--:--;165450;165450;-999
13-2-1991;--:--;165450;165450;-999
14-2-1991;--:--;165900;165900;-999
15-2-1991;--:--;166350;166350;-999
16-2-1991;--:--;166350;166350;-999
17-2-1991;--:--;166575;166575;-999
18-2-1991;--:--;167475;167475;-999
19-2-1991;--:--;168150;168150;-999
20-2-1991;--:--;168150;168150;-999
21-2-1991;--:--;168600;168600;-999
22-2-1991;--:--;168600;168600;-999
23-2-1991;--:--;168375;168375;-999
24-2-1991;--:--;168150;168150;-999
25-2-1991;--:--;167250;167250;-999
26-2-1991;--:--;167475;167475;-999
27-2-1991;--:--;167475;167475;-999
28-2-1991;--:--;168150;168150;-999
1-3-1991;--:--;168600;168600;-999
2-3-1991;--:--;168600;168600;-999
3-3-1991;--:--;168600;168600;-999
4-3-1991;--:--;168600;168600;-999
5-3-1991;--:--;168375;168375;-999
6-3-1991;--:--;167700;167700;-999
7-3-1991;--:--;167700;167700;-999
8-3-1991;--:--;167700;167700;-999
9-3-1991;--:--;166800;166800;-999
10-3-1991;--:--;166800;166800;-999
11-3-1991;--:--;166800;166800;-999
12-3-1991;--:--;166800;166800;-999
13-3-1991;--:--;167475;167475;-999
14-3-1991;--:--;168600;168600;-999
15-3-1991;--:--;169275;169275;-999
16-3-1991;--:--;169775;169775;-999
17-3-1991;--:--;170875;170875;-999
18-3-1991;--:--;172250;172250;-999
19-3-1991;--:--;172525;172525;-999
20-3-1991;--:--;173075;173075;-999
21-3-1991;--:--;174175;174175;-999
22-3-1991;--:--;174725;174725;-999
23-3-1991;--:--;175650;175650;-999
24-3-1991;--:--;175975;175975;-999
25-3-1991;--:--;175650;175650;-999
26-3-1991;--:--;175975;175975;-999
27-3-1991;--:--;177275;177275;-999
28-3-1991;--:--;178900;178900;-999
29-3-1991;--:--;180525;180525;-999
30-3-1991;--:--;181850;181850;-999
31-3-1991;--:--;183950;183950;-999
1-4-1991;--:--;185700;185700;-999
2-4-1991;--:--;186400;186400;-999
3-4-1991;--:--;187800;187800;-999
4-4-1991;--:--;189250;189250;-999
5-4-1991;--:--;190375;190375;-999
6-4-1991;--:--;191500;191500;-999
7-4-1991;--:--;191125;191125;-999
8-4-1991;--:--;193375;193375;-999
9-4-1991;--:--;194125;194125;-999
10-4-1991;--:--;194875;194875;-999
11-4-1991;--:--;197200;197200;-999
12-4-1991;--:--;198000;198000;-999
13-4-1991;--:--;200000;200000;-999
14-4-1991;--:--;201200;201200;-999
15-4-1991;--:--;202400;202400;-999
16-4-1991;--:--;204000;204000;-999
17-4-1991;--:--;205600;205600;-999
18-4-1991;--:--;206400;206400;-999
19-4-1991;--:--;208000;208000;-999
20-4-1991;--:--;209200;209200;-999
21-4-1991;--:--;210000;210000;-999
22-4-1991;--:--;211600;211600;-999
23-4-1991;--:--;211600;211600;-999
24-4-1991;--:--;212000;212000;-999
25-4-1991;--:--;212800;212800;-999
26-4-1991;--:--;213200;213200;-999
27-4-1991;--:--;214400;214400;-999
28-4-1991;--:--;214800;214800;-999
29-4-1991;--:--;215600;215600;-999
30-4-1991;--:--;216000;216000;-999
1-5-1991;--:--;216800;216800;-999
